NOMBRE,LOCALIZACION,ESTADO,LATITUD,LONGITUD,AREA,ZONA,ANO DE DESCUBRIMIENTO,TIRANTE AGUA,ESTATUS,ASIGNACION,OPERADOR,VIGENCIA,NUM BLOQUES,CAA ORIGINAL,CAA ACTUAL,CGA ORIGINAL,CGA ACTUAL,NP (MMB),GP (MMMPC),MECANISMO DE PRODUCCION,PRODUCCION RECORD (MBPD),PRODUCCION RECORD (MMPCD),PRODUCCION ACEITE (MBPD),PRODUCCION GAS (MMPCD),PRODUCCION AGUA (MBPD),COLUMNA OP ACEITE,PROYECTO IOR/EOR PROPUESTO,PROYECTO IOR/EOR SUGERIDO,VOUMEN DE INYECCION DE GAS (MMPCD),VOUMEN DE INYECCION DE AGUA (MBPD),TIPO TERMINACION,POZOS PERFORADOS,POZOS PRODUCTORES,POZOS INYECTORES,POZOS MONITORES PRODUCTORES,POZOS MONITORES,POZOS CERRADOS CON POSIBILIDADES,POZOS CERRADOS SIN POSIBILIDADES,POZOS TAPONADOS,REPARACIONES MENORES,REPARACIONES MAYORES,SISTEMA ARTIFICIAL,DESCUBRIMIENTO
SOLEDAD NORTE,Se localiza a 30 km al suroeste de la ciudad de Cerro Azul.,Veracruz,20.96333436,-97.83142308,40.66,Tampico-Misantla,1943,,Productor,AE-0385-M - Soledad,"PEMEX, CIEP Soledad, CIEP Amatitlan",,1,,,,,,,Expansion de gas disuelto,4.298,5.642,1.083,0.159,3.759,310,Inyeccion de Agua/ Inyeccion de CO2 (huff&puff),,0,,Agujero entubado,274,119,0,0,0,38,113,4,184,,"FL, BM, BN",
SOLIS TIERRA AMARILLA,"Se ubica en el municipio Temapache, al norte del estado de Veracruz, a 120 km al sur de la ciudad de Tampico y a 8 km al sureste de la ciudad de Cerro Azul.",Veracruz,21.15515027,-97.68262358,31.5,Tampico-Misantla,1911,,Productor,A-0315-M - Campo Solis Tierra Amarilla,PEMEX,2034,2,,,,,,,"Acuifero activo, Expansion roca-fluido",0.33,0.24,0.21,0.12,0.24,22,Inyeccion de vapor,,,,Agujero descubierto,55,20,0,,,12,3,20,,,BM,
SUR DE AMATLAN,Se localiza a 18 km al noreste de la ciudad de Naranjos.,Veracruz,,,1.9,Tampico-Misantla,2009,,Productor,A-0320-M - Campo Sur de Amatlan,PEMEX,2034,2,,,,,,,Expansion roca-fluido,0.51,0.17,0.63,0.3,0.22,65,,,,,Agujero descubierto,205,21,0,,,19,4,161,,,,
SUR DE CHINAMPA NORTE DE AMAT;AN,"Se ubica a 14 km al nororeste de la ciudad de Cerro Azul, a 1 km al suroeste de la ciudad de Naranjos y a 90 km al noreste de la ciudad de Poza Rica, Veracruz.",Veracruz,21.36567395,-97.51699243,26.9,Tampico-Misantla,1913,,Productor,A-0319-M- Campo sur Chinampa Norte de Amatlan,PEMEX,2034,1,,,,,,,Expansion roca-fluido,1.24,0.54,0.46,0.24,0.2,92,,,,,Agujero descubierto,43,14,0,,,8,3,18,,,BM,
TAJIN,"Se ubica al sureste de la ciudad de Poza Rica en los municipios de coatzintla, Papantla, Tihuatlan y venustiano carranza.",Veracruz,20.44733098,-97.46720175,181.66,Tampico-Misantla,1951,,Productor,A-0321-M - Campo Tajin,PEMEX,2034,,,,,,,,Expansion de gas,15.627,,5.878,17.38,4.789,,,,,,,372,229,3,,,64,58,15,,,"BH, BM, BN, BNI",
TAMAULIPAS CONSTITUCIONES,"Se localiza a 25 km al norte de la ciudad de Tampico, en el municipio de Altamira, Tamaulipas.",Tamaulipas,22.44176123,-97.92933183,60,Tampico-Misantla,1956,,Productor,A-0323-M - Campo Tamaulipas Constituciones,PEMEX,2034,2,,,,,,,Expansion de gas,25.152,37.8,7.63,13.9,7.36,40,Inyeccion de agua con surfactantes,,,,Agujero entubado,807,238,37,,,177,98,257,,,"BM, BN, BH, CP, EV",
TECOLUTLA,"Se ubica aproximadamente a 60 km al sureste de la ciudad de Poza Rica, en el municipio de Tecolutla, Veracruz.",Veracruz,20.45524803,-97.01243102,2.5,Tampico-Misantla,1956,,,CNH-R01-L03-A24/2016,"Tonalli Energia, S.A.P.I. de C.V.",2041,,,,,,,,"Acuifero activo, Expansion roca-fluido",0.932,,0,0,0,,,,,,Agujero entubado,4,1,0,,,1,0,2,,,,
TEJADA,"Se localiza a 13 km al norte de la ciudad de Poza Rica, en el municipio de Tihuatlan.",Veracruz,20.63324048,-97.54325627,3.9,Tampico-Misantla,1974,,Productor,AE-0386-M - Miahuapan,PEMEX,2029,1,,,,,,,"Expansion de gas, Expansion roca-fluido",,,0,0,0,,,,,,Agujero entubado,25,10,0,,,0,0,8,,,BM,
TENEXCUILA,Se ubica en el sector 1 de Chicontepec.,"Puebla, Veracruz",21.18560779,-97.94493145,469,Tampico-Misantla,1958,,Cerrado,AE-0072-3M - Tantocob - 01,PEMEX,,,,,,,,,,,,60,110,,,,,,,Entubado-multifracturado,,,,,,,,,,,"BM, BN",
TEPETATE NORTE DE CHINAMPA,"Se localiza a 23 km al noreste de la ciudad de Cerro Azul y a 5 km al norte del municipio de Naranjos y a 97 km al noroeste de la ciudad de Poza Rica, Veracruz.",Veracruz,21.41065426,-97.66706401,8.8,Tampico-Misantla,1909,,Productor,A-0330-M - Campo Tepetate Norte Chinampa,PEMEX,2034,2,,,,,,,Expansion roca-fluido,0.39,0.17,0.18,0.09,0.15,110,Inyeccion de vapor,,,,Agujero descubierto,74,5,0,,,3,2,64,,,BM,
TIHUATLAN,"Se localiza en la porcion central de la faja de oro terrestre, al norte de la ciudad de Poza Rica, en el municipio de Tihuatlan, Veracruz.",Veracruz,20.76042435,-97.52464575,2.63,Tampico-Misantla,1957,,Productor,A-0336-M - Campo Tihuatlan,PEMEX,2034,1,,,,,,,Acuifero activo,0.17977,,0,0,0,,,,,,Agujero descubierto,8,0,0,,,1,2,5,,,,
TLACOLULA,"Se localiza a 25 km al suroeste de la ciudad de Cerro Azul, Veracruz.",Veracruz,21.05263327,-97.97216631,116.17,Tampico-Misantla,1921,,Cerrado,AE-0381-M - Pitepec,PEMEX,2039,2,,,,,,,Expansion de gas,,,,,,,Inyeccion de CO2,,,,Agujero revestido,14,,,,,1,9,9,,,,
TOPILA,"Se localiza a 24 km al suroeste de la ciudad de Tampico, en el municipio Panuco, Veracruz.",Veracruz,22.03819166,-98.00679987,273,Tampico-Misantla,1912,,Productor,AE-0392-M - Panuco,PEMEX,2039,4,,,,,,,"Acuifero activo, Expansion roca-fluido",28.92,,0.04,2.71,0.01,,,,,,Agujero descubierto,54,9,0,,,6,0,39,,,"BM, BN",
TOTECO CERRO AZUL,"Se ubica a 14 km al suroeste de la ciudad de Naranjos, a 80 km al noroeste de la ciudad de Poza Rica, en los municipios de Cerro Azul y Tancoco, Veracruz",Veracruz,21.18608387,-97.73632474,28,Tampico-Misantla,1911,,Productor,A-0347-M-Campo Toteco Cerro Azul,PEMEX,2034,1,,,,,,,"Acuifero activo, Expansion roca-fluido",2.46,1.65,1.07,0.7,0.44,89,,,,,Agujero descubierto,184,23,0,,,13,3,145,,,BM,
TRES HERMANOS,"Se ubica en la parte norte de Veracruz a 50 km al norte de la ciudad de Cerro Azul, Veracruz, en los municipios de Tamali, Tantima y Cerro Azul.",Veracruz,21.43267893,-97.76808359,75,Tampico-Misantla,1959,,Productor,A-0349-M - Campo Tres Hermanos,PEMEX,2034,,1950,,1880,,,,"Expansion de gas, Expansion roca-fluido",21.8,35.3,1.43,6.12,1.64,33,,,,,Agujero entubado,178,44,0,,,79,21,34,,,"BM, BN",
XOCOTLA,"Se localiza al norte de la ciudad de Poza Rica, en el municipio de Tihuatlan.",Veracruz,20.73628707,-97.50162564,5.14,Tampico-Misantla,1953,,Productor,A-0370-M - Campo Xocotla,PEMEX,2034,2,,,,,,,"Acuifero activo, Expansion de gas, Expansion roca-fluido",0.411,,0.04777164,0.010493595,0.015566646,,,,,,Agujero descubierto,24,1,0,,,0,5,18,,,,
ZACAMIXTLE,Se localiza a 10 km al noroeste de la ciudad de Naranjos y a 84 km al noroeste de la ciudad de Poza Rica.,Veracruz,21.25157598,-97.72035327,4.8,Tampico-Misantla,1920,,Productor,A-0376-M - Campo Zacamixtle,PEMEX,2034,2,,,,,,,Acuifero activo,0.34,0.22,0.08,0.04,0.03,18,,,,,Agujero descubierto,54,3,0,,,3,1,47,,,BM,
ZAPOTAL,Se localiza a 35 km al norte de la ciudad de Poza Rica en el municipio de Tuxpan.,Veracruz,,,6.86,Tampico-Misantla,1967,,Cerrado,-,PEMEX,,1,,,,,,,Acuifero activo,,,,,,,,,,,Agujero descubierto,5,,,,,,,4,,,,
ZAPOTALILLO,Se ubica a 11.5 km al sur de la ciudad de Poza Rica en el municipio de Tihuatlan.,Veracruz,20.64620201,-97.57256807,1.5,Tampico-Misantla,1961,,Productor,AE-0386-M - Miahuapan,PEMEX,2034,1,,,,,,,"Expansion de gas, Expansion roca-fluido",0.165,,0,0,0,,,,,,Agujero revestido,19,3,0,,,0,0,13,,,BM,
ALAZAN,Se ubica a 6 km al sur de la ciudad de Cerro Azul,Veracruz,21.10947884,-97.735686,15.7,Veracruz,1912,,Productor,A-0394-M-Tierra Blanca,PEMEX,2034,1,,,,,,,Expansion roca-fluido,0.302,0.14,0.13,0.07,0.14,33,,,,,Agujero entubado,89,11,0,,,1,1,76,,,BM,
ANGOSTURA,Se localiza a 64 km al suroeste del puerto de Veracruz,Veracruz,18.64301682,-96.32915386,3.15,Veracruz,1953,,Productor,A-0016-M - Campo Angostura,PEMEX,2034,2,1260,1260,,,,,Empuje Hidraulico,8.718,1.249,0.098,0.045,0.245,24,Inyeccion de vapor,,,,Entubado y agujero descubierto ,39,10,0,0,0,2,3,24,,,"Cavidades Progresivas, Tuberia capilar",
ANGUILAS,"Se localiza a 26.22 km al sur de la ciudad de Cosamaloapan, Veracruz",Veracruz,18.33713777,-95.53356873,1.67,Veracruz,2008,,Cerrado,AE-0035-2M-Joachan-05,PEMEX,,1,,,,,,,Hidraulico,0,11.106271,0,0,0,3,,,,,Entubado y agujero descubierto,3,0,0,0,0,3,0,0,,,,
APERTURA,Se localiza a 55 km al sur de la ciudad de Veracruz,Veracruz,18.66115421,-96.12799385,5.5,Veracruz,2003,,Productor,A-0018-M - Campo Apertura,PEMEX,2034,1,,,,2966,,,Expansion de gas/Entrada de agua,,85.04,,0,0,23,,,,,Agujero entubado,14,7,0,,,0,0,8,,,Tuberia capilar y Compresores a Boca de Pozo,
ARAL,Se localiza a 75 km al sureste de la ciudad de Veracruz,Veracruz,18.55320134,-96.16037156,2.91,Veracruz,2008,,Cerrado,A-0021-M - Campo Aral,PEMEX,2034,1,,,,,,,Expansion de gas/Entrada de agua,,8.03,,0,0,10,,,,,Agujero entubado,3,0,0,,,3,0,0,,,,
ARIS,Se localiza a 19 km al noreste de la ciudad de Cosamaloapan,Veracruz,18.41031154,-95.61856712,3.17,Veracruz,2008,,Productor,A-0025-M - Campo Aris,PEMEX,2034,1,,,,,,,Expansion de gas,,15,0.002,0,0,7,,,,,Agujero entubado,3,0,0,,,0,0,0,,,"Tuberias Capilares, Barras Espumantes",
ARQUIMIA,Se localiza a 85 km al suroeste de la ciudad de Veracruz en el municipio de Ixtlamahuaca,Veracruz,18.40747531,-95.88612649,10.51,Veracruz,2004,,Productor,A-0026-M - Campo Arquimia,PEMEX,2034,1,,,,,,,Expansion de gas/Entrada de agua,,136.7,,0,0,28,,,,,Agujero entubado,23,0,2,,,0,0,1,,,Tuberia capilar y Compresores a Boca de Pozo,
BARAJAS,Se ubica a 12.36 km al suroeste del poblado de Piedras Negras,Veracruz,18.86217997,-96.32303796,0.48,Veracruz,2007,,Productor,A-0040-M - Campo Barajas,PEMEX,2034,1,,,,1757.4,,,Expansion de gas,,5.43,900,0,0,253,,,,,Agujero entubado,2,0,0,,,0,0,1,,,,
BEDEL,"Se localiza en la planicie costera del Golfo de Mexico a 18.7 km al suroeste de la ciudad de Juan Rodriguez Clara, Veracruz",Veracruz,17.83180845,-95.44663457,7,Veracruz,2012,,Productor,A-0045-M - Campo Bedel,PEMEX,2034,1,2172,,,,,,Expansion roca-fluido,3.918,1.966,3917.52,1.87,0.218,33,,,,,Agujero entubado,11,7,0,0,0,3,0,1,,,Tuberia capilar,
CASTELL,Se ubica a 28 km al suroeste de la ciudad de Veracruz,Veracruz,18.96176867,-96.1599433,0.43,Veracruz,2007,,Productor,A-0068-M - Campo Castell,PEMEX,2034,1,,,,,,,Expansion de gas,,7.05,,0,0,39,,,,,Agujero entubado,2,0,0,,,0,0,0,,,Tuberia capilar,
CAUCHY,Se localiza a 20 km al sureste de la ciudad de Cosamaloapan,Veracruz,18.13250211,-95.74433782,18,Veracruz,2008,,Productor,A-0071-M - Campo Cauchy,PEMEX,2034,3,,,,,,,Expansion de gas/Entrada de agua,,137,,49.5,777.6,57,,,,,Agujero entubado y con cedazos expandibles,41,16,1,,,2,0,3,,,"Compresores a Boca de Pozo, Tuberias Capilares, Barras espumantes",
CEHUALACA,Se ubica aproximadamente a 90 km al sur de la ciudad de Veracruz,Veracruz,18.35036245,-95.92959912,2.37,Veracruz,2003,,Cerrado,A-0073-M - Campo Cehualaca,PEMEX,2034,1,,,,,,,Expansion de gas/Entrada de agua,,1.3,,0,0,23,,,,,Agujero entubado,3,0,0,,,1,0,0,,,Tuberia capilar ,
CERRO VIEJO,Se localiza a 16 km al sur de la ciudad de Cerro Azul y a 60 km noroeste de la ciudad Poza Rica,Veracruz,21.02470377,-97.7226788,16.9,Veracruz,1920,,Productor,A-0394-M-Tierra Blanca,PEMEX,2034,2,,,,,,,"Acuifero activo, Expansion roca-fluido",0.266,0.28,0.25,0.2,0.32,87,,,,,Agujero descubierto,73,3,0,,,3,2,65,,,,
CERVELO,Se localiza a 13 km al noreste de la ciudad de Cosamaloapan,Veracruz,18.35801805,-95.91449812,0.67,Veracruz,2009,,Cerrado,A-0077-M - Campo Cervelo,PEMEX,2034,1,,,,1188,,,Expansion de gas/Entrada de agua,,4.05,,0,0,366,,,,,Agujero entubado,3,0,0,,,1,0,1,,,Tuberia capilar,
CHANCARRO,"Se localiza a 56 km al sureste de la ciudad de Cosamalopan, en el municipio de Juan Rodriguez Clara",Veracruz,18.13616796,-95.32682762,2.9,Veracruz,2011,,Productor,A-0079-M - Campo Chancarro,PEMEX,2034,2,,,1765,,,,Expansion de gas,,15.84,,0,0,101,,,,,Agujero entubado,4,0,0,,,2,0,0,,,"Tuberia Capilar, Barras espumantes",
COAPA,"Se localiza en el municipio de Cosamaloapan, Veracruz",Veracruz,,,2.11,Veracruz,1974,,Cerrado,,PEMEX,,,,,,,,,Expansion roca-fluido,0,3.167079704,0,0,0,30,,,,,Agujero entubado,1,0,0,0,0,0,1,0,,,,
COCUITE,"Se ubica en la parte central de la cuenca de Veracruz, 65 km al sureste de la ciudad de Veracruz",Veracruz,18.64271505,-95.97154861,7.39,Veracruz,1962,,Productor,A-0097-M - Campo Cocuite,PEMEX,2034,2,,,2250,,,,Expansion de gas/Entrada de agua,,37.1,,0.26,0.039967539,11,,,,,Agujero entubado,49,8,6,,,0,0,16,,,Tuberia capilar y Compresores a Boca de Pozo,
COPITE,"Se localiza en el centro del estado de Veracruz, 43 km al suroeste de la ciudad de Veracruz",Veracruz,18.9350742,-96.41220566,13.2,Veracruz,1973,,Productor,A-0101-M - Campo Copite,PEMEX,2034,1,,,,,,,Expansion de gas,,68.7,0.119,3.81,0.0379,35,,,,,Agujero entubado,25,11,0,,,0,0,10,,,Embolo Viajero,
EL TREINTA,Se ubica aproximadamente a 20 km al sur de la ciudad de Juan Rodriguez Clara,Veracruz,17.83233551,-95.49291881,5.2,Veracruz,2013,,Desarrollo,"AE-0040-2M-Tesechoacan-02, A-0122-M-Campo El Treinta",PEMEX,2034,1,2131,2128,,,,,"Expansion roca-fluido, gas en solucion, empuje hidraulico",6.16,7.6,4.739,9.98,1.02,66,,,,,Entubado y agujero descubierto con empacadores hinchables,12,10,0,0,0,1,0,0,,,BM,
ENISPE,,Veracruz,,,1.8,Veracruz,2005,,Cerrado,-,PEMEX,,,,,1762,,,,Expansion roca-fluido,0,2.931284906,0,0,0,4,,,,,Agujero entubado,1,0,0,0,0,0,1,0,,,,
ESPEJO,"Se localiza en la porcion central de la cuenca terciaria de Veracruz en la planicie costera del Golfo de Mexico, aproximadamente a 80 km al sureste del puerto de Veracruz",Veracruz,18.43927762,-96.08441632,3.07,Veracruz,2005,,Cerrado,A-0129-M - Campo Espejo,PEMEX,2034,,,,,,,,Expansion de gas,,6.13,,0.5,0.00675775,515,,,,,Agujero entubado,2,1,0,,,0,0,0,,,Compresores a Boca de Pozo,
ESTANZUELA,,Veracruz,,,,Veracruz,1977,,Cerrado,,PEMEX,,,,,,,,,Expansion roca-fluido,,,,,,12,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
GASIFERO,"Se ubica aproximadamente a 25km al sureste de la ciudad de Juan Rodriguez Clara, en el municipio de San Juan Evangelista, Veracruz",Veracruz,17.77980509,-95.34053418,3.15,Veracruz,2011,,Desarrollo,A-0140-M - Campo Gasifero,PEMEX,2034,,2850,2850,2580,,,,"Expansion roca-fluido, gas en solucion, casquete de gas",7.133,78.2,5.38,26,551,,Inyeccion de quimicos,,,,Agujero entubado,27,26,0,0,0,3,1,0,,,BM,
JAF,"Se localiza en Cotaxtla, Veracruz",Veracruz,,,3,Veracruz,2007,,Productor,A-0163-M - Campo Jaf,PEMEX,2034,,,,,,,,Expansion de gas,,14.79,,0,0,894,,,,,Agujero entubado,5,0,0,,,0,0,4,,,,
KABUKI,"Se ubica en la planicie costera del Golfo de Mexico a 19.347 km de la ciudad de Cosamaloapan, Veracruz.",Veracruz,18.50355087,-95.69951822,5.12,Veracruz,2008,,Productor,A-0171-M - Campo Kabuki,PEMEX,2034,,,2217,,,,,Expansion de gas/Entrada de agua,,34.03,0.0005,1.967,0.04199,21,,,,,Agujero entubado,9,4,0,,,0,0,0,,,"Compresores a Boca de Pozo, Tuberias Capilares, Barras espumantes",
KAMELOT,"Se ubica aproximadamente a 15 km de Tlacotalpan, Veracruz",Veracruz,18.61515034,-95.79176325,2.87,Veracruz,2013,,Cerrado,-,PEMEX,,1,,,,,,,Expansion roca-fluido,0,0,0,0,0,42,,,,,Agujero entubado,1,0,0,0,0,2,0,0,,,,
KIBO,"Se ubica aproximadamente a 13 km de Piedras Negras, Veracruz",Veracruz,18.70590583,-96.27996994,3.27,Veracruz,2007,,Desarrollo,A-0179-M - Campo Kibo,PEMEX,2034,1,,,,,,,Expansion de gas/Entrada de agua,,16.52,,0,0,21,,,,,Agujero entubado,4,0,0,,,0,0,1,,,Tuberia capilar y Compresores a Boca de Pozo,
LAGARTO,,Veracruz,,,,Veracruz,,,,CNH-R02-L03-VC-01/2018,"Bloque VC 01, S.A.P.I. de C.V.",2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIZAMBA,Se ubica 75 km de la ciudad de Veracruz,Veracruz,18.51961034,-95.96698009,6.37,Veracruz,2000,,Productor,A-0193-M - Campo Lizamba,PEMEX,2034,,,,,,,,Expansion de gas/Entrada de agua,,91,0.007,0.973,0.121,19,,,,,Agujero entubado,53,16,1,,,0,0,8,,,"Tuberia capilar, Compresores a Boca de Pozo, Sarta de Velocidad",
MACUILE,,Veracruz,18.47357568,-95.5496061,0.31,Veracruz,1974,,Desarrollo,A-0198-M - Campo Macuile,PEMEX,2034,,,,,,,,Expansion de gas/Entrada de agua,,7.06,,0,0,49,,,,,Agujero entubado,9,0,0,,,0,0,5,,,Tuberia capilar y Compresores a Boca de Pozo,
MADERA,"Se ubica en la porcion central de la cuenca terciaria de Veracruz, 50 km al sur de Veracruz",Veracruz,18.74373679,-96.1610561,5,Veracruz,2003,,Productor,A-0199-M - Campo Madera,PEMEX,2034,,,,,,,,Expansion de gas/Entrada de agua,,68.4,,0,0,23,,,,,Agujero entubado,8,0,0,,,0,0,2,,,"Tuberias Capilares, Barras Espumantes",
MADERACEO,"Se ubica a 2.52 km al noroeste de la ciudad Piedras Negras, Veracruz",Veracruz,18.78229318,-96.15539674,0.7,Veracruz,2008,,Desarrollo,A-0200-M - Campo Maderaceo,PEMEX,2034,,,,,,,,Expansion de gas,,5.01,,0,0,23,,,,,Agujero entubado,2,0,0,,,0,0,0,,,Barras Espumantes,
MANUEL RODRIGUEZ,,,,,,Veracruz,1976,,Cerrado,-,PEMEX,,1,,,,,,,,5.33375,0.70745,,,,,,,,,,4,1,,,,,,,,,,
MATA PIONCHE,Se localiza 43 km al suroeste del puerto de Veracruz,Veracruz,18.85369678,-96.41293057,13.5,Veracruz,1974,,Productor,A-0208-M - Campo Mata Pionche,PEMEX,2034,1,,,,,,,Expansion de gas,,34.3,0.072,4.051,0.1059,528,,,,,Agujero entubado,72,21,4,,,0,0,30,,,Embolo Viajero,
MATA VIOLIN,"Se ubica en Cordoba, Veracruz",Veracruz,,,23,Veracruz,1974,,,-,PEMEX,,,,,,,,,,0.15727,0.001,,,,,,,,,,77,20,,,,,,,,,,
MECAYUCAN,,Veracruz,18.77014297,-96.384485,10.15,Veracruz,1976,,Productor,A-0211-M - Campo Mecayucan,PEMEX,2034,1,,3230,3140,,,,Expansion de gas,,34.7,,2.433,0.0758,593,"Estimulacion con acido, Fracturamiento Hidraulico",,,,Agujero entubado y descubierto con liner ranurado,45,20,0,,,0,0,17,,,Embolo Viajero,
MIRADOR,"Se localiza en el municipio de Cosamaloapan, Veracruz",Veracruz,,,1.2,Veracruz,1968,,Cerrado,,PEMEX,,,,,,,,,Expansion roca-fluido,0,3.378289309,0,0,0,15,,,,,Agujero entubado,9,0,0,0,0,0,1,0,,,,
MIRALEJOS,"Se ubica en el municipio de soledad de doblado, Veracruz a 40 km al suroeste del puerto de Veracruz",Veracruz,19.03156085,-96.46097915,5.47,Veracruz,1977,,Productor,A-0218-M - Campo Miralejos,PEMEX,2034,,,,,,,,Expansion de gas,,22.3,,1.33,0.27,110,"Estimulacion con acido, Fracturamiento Hidraulico",,,,Agujero entubado,19,5,0,,,0,0,9,,,"Embolo Viajero, Tuberia Capilar",
MIXTAN,"Se localiza en la planicie costera del Golfo de Mexico, a 166 km al sureste de la ciudad y el puerto de Veracruz",Veracruz,17.81061394,-95.39233434,3.39,Veracruz,2013,,Cerrado,AE-0040-2M-Tesechoacan-02,PEMEX,,1,,,,,,,Expansion roca-fluido,0,0,0,0,0,39,,,,,Agujero entubado,4,0,0,0,0,4,0,0,,,,
NOPALTEPEC,"Se localiza en el municipio de Cosamaloapan, Veracruz",Veracruz,,,2.12,Veracruz,1955,,Cerrado,,PEMEX,,,,,,,,,Expansion roca-fluido,0,,0,0,0,33,,,,,Entubado y agujero descubierto (pozos improductivos),6,0,0,0,0,0,1,5,,,,
NOVILLERO,"Se localiza en el municipio de Chacaltianguis, Veracruz",Veracruz,,,3.35,Veracruz,1966,,Cerrado,,PEMEX,,,,,,,,,Expansion roca-fluido,0,24.23543598,0,0,0,33,,,,,Agujero entubado,11,0,0,0,0,0,4,7,,,,
OBERTURA,"Se ubica a 16.6 km al sureste del poblado de Piedras Negras, Veracruz.",Veracruz,18.62838821,-96.16006505,1.96,Veracruz,2007,,Productor,A-0241-M - Campo Obertura,PEMEX,2034,,,,,,,,Expansion de gas,,10,,0.876,0.0199655,8,,,,,Agujero entubado,4,3,0,,,0,0,0,,,Compresores a Boca de Pozo,
PALMARO,"Se localiza en la planicie costera del Golfo de Mexico en el municipio de Juan Rodriguez Clara, Veracruz a 17.58 km al suroeste de la ciudad de Isla, Veracruz",Veracruz,17.87433496,-95.53738235,5.2,Veracruz,2009,,Cerrado,AE-0040-2M-Tesechoacan,PEMEX,,,1093,,1042,,,,Expansion roca-fluido,0,0,0,0,0,11,,,,,Agujero entubado,2,0,0,0,0,2,0,0,,,,
PAPAN,Se localiza en la cuenca terciaria de Veracruz a 63 km al suroeste de la ciudad de Veracruz,Veracruz,18.63791577,-96.22288524,26.44,Veracruz,2005,,Productor,A-0261-M - Campo Papan,PEMEX,2034,,,,1667,,,,Expansion de gas,,279.5,,19.879,0.4313,15,,,,,Agujero entubado y descubierto con cedazos expandibles,27,19,1,,,0,0,1,,,"Sarta de velocidad, Tuberia capilar, Barras espumantes, Compresor a Boca de Pozo",
PERDIZ,"Se ubica a 22 km al noreste del municipio de Tierra Blanca, Veracruz.",Veracruz,18.51198801,-96.13889191,504,Veracruz,2001,,Productor,A-0269-M - Campo Perdiz,PEMEX,2034,1,,,,,,,Empuje Hidraulico,3.252,1.933,0.519,0.511,2.247,465,,,,,Entubado y agujero descubierto con empacadores hinchables,29,12,3,0,0,4,3,7,,,BM,
PLAN DE ORO,,Veracruz,,,,Veracruz,1972,,Productor,CNH-R02-L03-VC-01/2018,"Bloque VC 01, S.A.P.I. de C.V.",2048,,,,,,,,,0.268,0.023,0.115,0.0122,,,,,,,Agujero entubado,,,,,,,,,,,,
PLAYUELA,"Se localiza en la planicie costera del Golfo de Mexico, en el municipio de Tlalixcoyan, a una distancia aproximada de 40 km del puerto de Veracruz.",Veracruz,,,2.43,Veracruz,2000,,Cerrado,,PEMEX,,,,,,,,,Expansion roca-fluido,0,,0,0,0,17,,,,,Agujero entubado,18,0,0,0,0,0,10,8,,,Tuberia capilar,
RABEL,"Se ubica en la cuenca terciaria de Veracruz, a 16.36 km al noroeste de la ciudad de Isla, Veracruz y a 39.8 km al sureste del pozo Kabuki-1.",Veracruz,18.17776745,-95.58319698,2.2,Veracruz,2010,,Productor,A-0285-M - Campo Rabel,PEMEX,2034,1,,,,,,,Entrada de agua,,27.63,0.01,4.72,0.2061,36,,,,,Agujero entubado,6,2,0,,,0,0,0,,,Barras Espumantes y Tuberias Capilares,
REMUDADERO,"Se ubica en la cuenca terciaria de Veracruz, a 16.36 km al noroeste de la ciudad de Isla, Veracruz y a 39.8 km al sureste del pozo Kabuki-1.",Veracruz,18.17776745,-95.58319698,0.12,Veracruz,1978,,Cerrado,A-0285-M,PEMEX,,,,,,,,,Expansion roca-fluido,,,,,,20,,,,,Agujero entubado,4,0,0,0,0,0,2,2,,,,
RINCON PACHECO,"Se ubica en la porcion central del estado de Veracruz a 80 km al sur de la ciudad de Veracruz, en el municipio de Cosamaloapan de carpio, Veracruz.",Veracruz,18.34945819,-96.11598784,3,Veracruz,1955,,Productor,A-0290-M - Campo Rincon Pacheco,PEMEX,2034,1,,,,,,,Expansion de gas,,5.2,,0.737,0.00304,47,,,,,Agujero entubado,6,1,0,,,0,0,4,,,Tuberia Capilar,
ROMARIK,"Se ubica en la planicie costera del Golfo de Mexico, a 14.85 km al suroeste del poblado de Piedras Negras, en el municipio de Tlalixcoyan, Veracruz.",Veracruz,,,0.6,Veracruz,2006,,Cerrado,A-0293-M - Campo Romarik,PEMEX,2034,1,,,,,,,Expansion de gas/Entrada de agua,,3.57,,0,0,561,,,,,Agujero entubado,1,0,0,,,0,0,0,,,Tuberia Capilar,
ROSENBLU,"Se localiza a 15 km aproximadamente al norte del campo madera y al norte de Piedras Negras, Veracruz.",Veracruz,,,0.78,Veracruz,2006,,Desarrollo,-,PEMEX,2034,1,,,,,,,Expansion de gas/Entrada de agua,,2.87,,0,0,880,,,,,Agujero entubado,1,0,0,,,0,0,0,,,Tuberia capilar,
SAN PABLO,"Se ubica en Cosamaloapan de Carpio, Veracruz.",Veracruz,18.35361487,-96.13671225,4.7,Veracruz,1956,,Productor,A-0299-M - Campo San Pablo,PEMEX,2034,1,,,,,,,Expansion de gas,,10,,1.05,0.009,57,,,,,Agujero entubado y descubierto,9,2,0,,,0,0,5,,,Tuberia Capilar,
